checkInDate,checkOutDate,dislikedText,hotelId,Staff score,Facilities,Cleanliness,Comfort,Value for money,Location,Free Wifi,id,likedText,numberOfNights,rating,reviewLanguage,reviewTitle,stayRoomId,travelerType,userLocation,userName
7/4/2023,7/11/2023,"2 of 3 TV sets are not working, the shower faucet is not working, the jacuzzi is not working, in bathroom smells anytime like hell, the furniture is old and functional, and like a bonus, you can not sleep during the day ... because in front of 2403 apartment is a ""Staff Only"" door where every day is a meeting of the of maids and caretakers talking as loudly as possible about the ""hotel problems"", who ""was in the manager office for two hours and why"", and ""what the hotel owner bought in the last time with hid dirty money"" ... nice, isn't it?",7533230,8.90557003,8.952996254,9.101963997,8.902563095,8.51690197,9.19852066,6.005030632,1895b9d25bd466ce,A spacious apartment with a large balcony in the middle of the Romanian mountains.,7,5,xu,,753323001,Family,Romania,Cristian
6/24/2023,6/25/2023,,7533230,8.90557003,8.952996254,9.101963997,8.902563095,8.51690197,9.19852066,6.005030632,084e469d8ee62e04,"Very clean, the view is amazing and the silence is something that you need for rest. And the staff very friendly. Feel like home!",1,10,en,A place like home,753323001,Family,Romania,Andreea
1/27/2023,1/29/2023,One of the biggest issues was the fact that you had to pay for access the pool. I don't mind paying but it is very misleading and unfair to pay for this privilege when you are paying already for a room. This is way I won't recommend this property as other properties will offer it for free,7533230,8.90557003,8.952996254,9.101963997,8.902563095,8.51690197,9.19852066,6.005030632,0402233e2dda298a,The breakfast was quite good as well as the location. The staff was respectful and knowledgeable and helped us on every need.,2,5,en,Average,753323001,Family,United Kingdom,Emanuel
12/26/2022,12/30/2022,obsolate,7533230,8.90557003,8.952996254,9.101963997,8.902563095,8.51690197,9.19852066,6.005030632,b59aa618dee8bbf3,location,4,6,en,,753323001,Family,Romania,Razvan
10/14/2022,10/15/2022,"shower was not clear how to handle and elecrtric problem in the evening, the fuse blew out. lang waiting for elevators. Hotel is a bit like a labyrint.",7533230,8.90557003,8.952996254,9.101963997,8.902563095,8.51690197,9.19852066,6.005030632,9017ab4c719f1f40,appartement big and specious,1,8,en,oke but some sortcomings,753323001,Group,Netherlands,Plimbator
2/18/2025,2/21/2025,Lipsa cuier pentru haine groase,7533230,8.90557003,8.952996254,9.101963997,8.902563095,8.51690197,9.19852066,6.005030632,f57b0d7eb1e591da,Totul a fost super,3,10,ro,"A fost super, vom reveni.",753323001,Family,Romania,Valeria
8/15/2024,8/18/2024,-,7533230,8.90557003,8.952996254,9.101963997,8.902563095,8.51690197,9.19852066,6.005030632,72f996f816f87f5c,Servicii impecabile,3,10,ro,Excelent,753323001,Family,Romania,Florin
5/22/2025,5/23/2025,All great. Not sure if the AC would cope with the hotter periods but then we never asked the staff to turn if up and it was fine when we were there,5667411,9.789340973,9.268802643,9.580377579,9.664004326,9.198241234,9.866670609,9.610790253,3503c56f5299af16,"Lovely hotel and staff, great location",1,10,xu,Fantastic,566741104,Couple,United Kingdom,Simon
5/31/2025,6/1/2025,,5667411,9.789340973,9.268802643,9.580377579,9.664004326,9.198241234,9.866670609,9.610790253,3c727d5c9118f7ab,"The Castellano was perfect for us.  The room was great.  The shower had hot water.  The little basket of necessities (shower cap, sewing kit etc) was appreciated.",1,10,xu,I would return !,566741103,Couple,Canada,Ephraim
5/29/2025,6/1/2025,,5667411,9.789340973,9.268802643,9.580377579,9.664004326,9.198241234,9.866670609,9.610790253,00a703555ec3e80c,"Great location, comfortable and clean room. Great breakfast. Staff were helpful so glad we stayed here for our trip.",3,10,xu,,566741103,Couple,Australia,Judy
4/25/2025,4/27/2025,Everything was perfect!,5667411,9.789340973,9.268802643,9.580377579,9.664004326,9.198241234,9.866670609,9.610790253,cc72472f7c766d35,"Extremely comfortable and spotless, with beautiful decor and excellent use of interior space. We had a wonderful experience at the hotel!
The entire staff was incredibly welcoming and professional, and we especially want to thank Xristina for her outstanding service.
She was extremely attentive and thoughtful, making sure every little detail was taken care of so that we felt truly at home.
Thanks to her kindness and dedication, our stay was even more special.
We would definitely love to come back!",2,10,en,"An amazing stay, made even more special by Xristina’s exceptional care and attention to every detail.",566741104,Family,Netherlands,Paulo
4/13/2025,4/15/2025,I really liked everything,5667411,9.789340973,9.268802643,9.580377579,9.664004326,9.198241234,9.866670609,9.610790253,e501dcd1cf0d8d43,Very nice design. Great location. Very kind and helpful staff. Very clean. Very good breakfast. Best choice!,2,10,xu,"Very good location as a tourist to feel the city, eat breakfast at the center outside and come back to a quiet a nice ro",566741103,Couple,Israel,Henny
3/30/2025,3/31/2025,,5667411,9.789340973,9.268802643,9.580377579,9.664004326,9.198241234,9.866670609,9.610790253,fa56e2a2ad0bc905,"The rooms were exceptionally stylish and spacious with balconies overlooking the central plaza. Staff was extremely friendly and welcoming. The hotel is small and quiet. We had two rooms, the pricier of which was not reachable by elevator and the bathroom, though aesthetically designed, was much too small with only one tiny sink in the toilet cubicle (none other available for brushing teeth). The cheaper room though was absolutely awesome!",1,10,en,Beautiful small hotel in central Nafplio,566741105,Family,Germany,Alison
3/12/2025,3/17/2025,Not inexpensive (but worth the cost),5667411,9.789340973,9.268802643,9.580377579,9.664004326,9.198241234,9.866670609,9.610790253,b63eede41632e1f7,Well refurbished suite in a boutique hotel. Very welcoming and helpful staff (great restaraunt recommendations). Good location in town centre. Fantastic breakfast in local cafe in square.,5,10,xu,Wonderful Hotel in  Great location,566741104,Couple,Italy,Max
1/6/2025,1/10/2025,The process of ordering room service is a little clunky and the offerings are somewhat limited.,5667411,9.789340973,9.268802643,9.580377579,9.664004326,9.198241234,9.866670609,9.610790253,1b9d126cefc63330,"Lovely rooms, exceptional and friendly staff. This hotel feels cozy and luxurious at the same time. It is perfectly situated in Nafplio - easy walking to everything you would want. The design of the room we stayed in was perfect and gave us room to spread out with our young daughter. The breakfast is quite enjoyable and you have options to get it in your room, in the lobby of the hotel, or in a nearby cafe. We would absolutely return in a heartbeat.",4,9,en,"Wonderful stay at a peaceful, luxurious hotel with exceptional staff",566741105,Family,Canada,Lisa
1/2/2025,1/5/2025,"Uninterested and dishonest staff. They never informed us for the failed AC until we asked. Then they said it would be fixed “tomorrow” and the problem was never solved until we left. 
Lack pf maintenance. Furniture were worn. Toilet door was not closing properly and the handle was broken. Sink was smelly.",5667411,9.789340973,9.268802643,9.580377579,9.664004326,9.198241234,9.866670609,9.610790253,209497d082c54591,"Location
Modern design",3,3,en,Great location but…,566741103,Couple,United Kingdom,Maximos
12/12/2024,12/15/2024,,5667411,9.789340973,9.268802643,9.580377579,9.664004326,9.198241234,9.866670609,9.610790253,62ee4413b37aadda,"Everything was excellent, location, staff, breakfast, the size of the room and also was super clean.",3,10,en,,566741104,Family,Israel,Nave
5/9/2025,5/14/2025,"Unfortunately there was a bit of early noise at the theatre on a couple of the mornings because of equipment changes at the theatre. Nothing too bad though.
The balcony door came off its hinges, meaning we couldn't go on to the balcony and couldn't be fixed. Once they had been informed, the Juno staff team sent someone to check it, and apologised as it wouldn't be able to be fixed while we were staying there. The lighting in the bedrooms was strange - no good for reading. Would have liked mirrors in the bedrooms.",12410895,9.316004753,9.282899857,9.422502518,9.534000397,8.973041534,9.6666666,9.665504456,7c49fd23cf0bc264,"The location was very good. We were beside the national Theatre and a large open green area. A quiet situation most of the time. We were able to walk everywhere in the centre of Sofia. A very large apartment, well appointed.
The Juno Hotel staff team were helpful when a few issues were raised.",5,9,en,We all enjoyed our stay at the apartment.,1241089501,Group,United Kingdom,Lawrence
5/25/2025,5/28/2025,"Not a problem for us,  but there are three flights of stairs…",12410895,9.316004753,9.282899857,9.422502518,9.534000397,8.973041534,5.251515,9.665504456,b0c0d7145bc8bd8d,"A superb luxe option, spacious and thoughtfully equipped.  The design is aesthetically appealing,  the furnishings luxe, the location superb.   We loved our stay.. wish it had been longer.   Thank you juno team.",3,10,en,One of the best city stays .. and we’ve done a few!,1241089501,Couple,United Kingdom,Jane
5/14/2025,5/15/2025,,12410895,9.316004753,9.282899857,9.422502518,9.534000397,8.973041534,5.251515,9.665504456,b3b0ff73f098f671,"One of the best hotel experiences! Unique  design hotel with huge beds and super cosy atmosphere. Do not hesitate, just book it!!!",1,10,xu,,1241089501,Couple,Israel,Daniel
3/29/2025,3/30/2025,,12410895,9.316004753,9.282899857,9.422502518,9.534000397,8.973041534,5.251515,9.665504456,efd4c64d0af9ba88,#NAME?,1,10,xu,Great experience :),1241089501,Group,Bulgaria,Martin
3/28/2025,3/29/2025,,12410895,9.316004753,9.282899857,9.422502518,9.534000397,8.973041534,5.251515,9.665504456,3712516bc0daec6a,"This condo was not at Juno hotel. It was in an old building far away from Juno hotel. Third story walk up, no elevator. No 24 hour front desk. I had to WhatsApp hotel Juno to figure out what was going on with our room, including lack of water and welcome wine as advertised in the listing. The condo was nice but the pictures in the listing show a modern hotel lobby and gym which was not located near here.",1,2,xu,Not as advertised - not a hotel,1241089501,Family,United States,Derek
12/13/2024,12/14/2024,The locks are keyless and the system has some bugs.. I almost couldn't get in once.. Also would have been nice to know which items in the kitchen are a compliment and which ones aren't.,12410895,9.316004753,9.282899857,9.422502518,9.534000397,8.973041534,5.251515,9.665504456,f54bb5bdab659687,"Friendly staff, super clean and cozy, top location with private parking!",1,9,en,,1241089501,Solo traveler,Bulgaria,Desislava
12/26/2024,12/29/2024,,12410895,9.316004753,9.282899857,9.422502518,9.534000397,8.973041534,5.251515,9.665504456,7970707679da7e6f,"The really perfect location,  the equally  perfect house (that could be a destination by itself), the communication with the receptionist. A really perfect accomodation.",3,10,en,,1241089501,Solo traveler,Greece,Panos
10/23/2024,10/24/2024,3rd floor without elevator,12410895,9.316004753,9.282899857,9.422502518,9.534000397,8.973041534,5.251515,9.665504456,479887998d366b0a,Newly refurbished spacious apartment on the quiet street in the city centre. Excellent service by Juno staff. That was a problem with hot water during our stay but everything was immediately fixed.,1,10,en,Highly recommend for families or for longer break.,1241089501,Group,Russia,Anton
5/15/2025,5/19/2025,No elevator in the building.,12410895,9.316004753,9.282899857,9.422502518,9.534000397,8.973041534,5.251515,9.665504456,03c125ada9f92361,"Great ultra central location, beautiful apartment, very modern, kitchen with all the amenities (including a wash- and-dry machine) nicely decorated and very safe. Excellent services from the Juno team, prompt response to some small requests(more coffee pods).",4,10,xu,"An excellent stay overall, in a nice and safe apartment in a very central location.",1241089501,Family,Canada,
6/2/2025,6/4/2025,"Salon oturma grubu çok rahats?zd? daha rahat ve ??k bir oturma grubu olabilir.. Ev gayet ho?. Ekmek k?zarma makinesi yoktu F?r?n kirliydi. banyoda malzemeleri koymak için çok az yer var lavabo çok büyük kal?yor.. Yerler dip kö?e silinmemi? daha temiz olabilirdi.. 
Otopark? var ama geni? arac?n?z varsa park etmek sorun.",12410895,9.316004753,9.282899857,9.422502518,9.534000397,8.973041534,9.66666,9.665504456,475760aad91d4be2,Konumu çok iyi; nezih bir yerde apartman.. Vito?a ve bir çok yere yürüme mesafesi Mutfak malzemeleri yeterli..Buzdolab?nda  içecekler olmas? ho?tu.. Havlular yataklar WC temizdi. Mutfakta ka??t havlu olsa iyi olurdu.. Evimizin rahatl???ndayd?…Balkonu ve manzara güzeldi 4 ki?ilik ailemle keyifle konaklad?k..,2,8,tr,Ev rahatl???nda tarihi bir apartmanda ho? bir konaklama deneyimiydi,1241089501,Family,Turkey,Seyhan
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
6/7/2025,6/9/2025,Although there was a good choice at Breakfast the hot food was lukewarm which was disappointing and parking was expensive 25 euros per night !,91731,9.096896172,8.008900642,8.589319229,8.670038223,7.69669342,9.490469933,8.769773483,dc6d56f5358ab451,"Clean , comfortable and close to sea front",2,8,en,"Friendly , clean , comfortable hotel , disappointing breakfast",9173101,Couple,United Kingdom,Sally
6/6/2025,6/8/2025,Luck amenities and no coffee machine or kettle and there are 4 star hotels,91731,9.096896172,8.008900642,8.589319229,8.670038223,7.69669342,9.490469933,8.769773483,e6f5ff2b6a856dd8,The car parking and location,2,5,xu,Fair,9173126,Group,Qatar,Naser
6/6/2025,6/7/2025,It's not a 4 stars hotel,91731,9.096896172,8.008900642,8.589319229,8.670038223,7.69669342,9.490469933,8.769773483,3f681c2a96ab2ec9,Location,1,6,en,Pleasant,9173101,Couple,Portugal,Heraud
6/1/2025,6/2/2025,It's a bit dated and could be cleaner. Was fine for the one night we hid out from the storm,91731,9.096896172,8.008900642,8.589319229,8.670038223,7.69669342,9.490469933,8.769773483,c39590f9d0cea54d,Close to the old town - friendly staff and the kids loved the bunk beds and breakfast,1,6,xu,,9173118,Family,Ireland,Sarah
6/4/2025,6/5/2025,Nothing really,91731,9.096896172,8.008900642,8.589319229,8.670038223,7.69669342,9.490469933,8.769773483,bf5c697ce872bbf5,Was a bit old but good value,1,8,en,"Nice friendly place to stay, well located and at a good price",9173126,Couple,Saudi Arabia,Richard
6/3/2025,6/4/2025,The hotel is in a restricted area for private vehicles and the hotel said nothing in advance. Pay attention to San Sebastian laws before booking!!,91731,9.096896172,8.008900642,8.589319229,8.670038223,7.69669342,9.490469933,8.769773483,b42376384f76979a,Position and everything,1,9,en,,9173101,Family,Italy,Antonio
5/26/2025,5/28/2025,,91731,9.096896172,8.008900642,8.589319229,8.670038223,7.69669342,9.490469933,8.769773483,66d96a5afdcab548,Location and view,2,10,xu,Gorgeous view from my room,9173114,Family,United States,Alicia
5/24/2025,5/26/2025,,91731,9.096896172,8.008900642,8.589319229,8.670038223,7.69669342,9.490469933,8.769773483,94c8b6f60df16808,Excellent location,2,9,en,Great stay,9173114,Couple,Mexico,Mario
5/26/2025,5/27/2025,,91731,9.096896172,8.008900642,8.589319229,8.670038223,7.69669342,9.490469933,8.769773483,f0c9a1cc8967dd38,Very close to the beach. Got a room with great view to the sea. The lady (gray haired)  at reception was extremely nice and helpful,1,10,xu,,9173126,Couple,Honduras,Juan
5/23/2025,5/26/2025,,91731,9.096896172,8.008900642,8.589319229,8.670038223,7.69669342,9.490469933,8.769773483,548518e7928a9acd,"Location was excellent, the view from balcony unexpected!! Very clean, staff excellent, good breakfast",3,9,en,View from balcony,9173136,Group,United Kingdom,Mandy
5/31/2025,6/4/2025,,10856230,8.174266815,8.022724152,7.931892872,7.882017136,8.077920914,8.810523033,8.558345795,4947b0bfc9d87cdb,Very close to everything,4,7,en,,1085623012,Group,Spain,Jesse
6/4/2025,6/6/2025,Staff made us wait for too long. Room was not very clean,10856230,8.174266815,8.022724152,7.931892872,7.882017136,8.077920914,8.810523033,8.558345795,39bb16f0c401b54e,"Location is good, there are many fast foods around, markets and beach is close too",2,7,en,,1085623003,Couple,Georgia,George
6/1/2025,6/8/2025,"Small bathroom with limited space for towels
Uneven quality on room cleaning
Not a proper duvet",10856230,8.174266815,8.022724152,7.931892872,7.882017136,8.077920914,8.810523033,8.558345795,1b901b86120007d7,"Great location
Brunch to 13.30
Nice pool",7,7,en,"Great location with potential, most thing could have been a bit better",1085623003,Group,Norway,Jon-einar
5/27/2025,6/3/2025,The staff weren’t as friendly as I like and did not find them very helpful.,10856230,8.174266815,8.022724152,7.931892872,7.882017136,8.077920914,8.810523033,8.558345795,30cd8ccdfc7433ec,"Room was spacious,modern and clean! Pool was amazing and overall was a great place to stay would definitely come back!",7,8,en,Lovely stay,1085623012,Couple,Ireland,Lauren
5/30/2025,5/31/2025,Not much to say,10856230,8.174266815,8.022724152,7.931892872,7.882017136,8.077920914,8.810523033,8.558345795,0b5f0d097da568ef,Room division was amazing the view was amazing the brunch ??,1,9,en,,1085623008,Family,United Kingdom,Iolanda
6/2/2025,6/6/2025,Mattresses very hard. No towels for pool. Noisy some nights as walls very thin. Some non clean communal areas especially lifts.,10856230,8.174266815,8.022724152,7.931892872,7.882017136,8.077920914,8.810523033,8.558345795,8bde802b1da61bd5,"Room was clean but some communal areas not so much, the cleaners came to room every day but only collected towels and quick mopped floors, no bed change or wiping surfaces. 

Excellent lifeguards, really kept an eye on the pool for safety but also for everyone’s enjoyment. 

Value for money was good because of buffet from 8-13:30pm, I probably wouldn't agree if that wasn't included. Location was excellent, all staff were nice.",4,8,en,Would stay again,1085623003,Family,United Kingdom,Louise
4/21/2025,4/24/2025,"The room had a small kitchen, but we needed cutlery and crockery",10856230,8.174266815,8.022724152,7.931892872,7.882017136,8.077920914,8.810523033,8.558345795,87d668e4f1e6d759,"The hotel is located 5 minutes walk to the beach, great breakfasts, large pool, interesting lounge area at the entrance. Shops, cafes nearby.",3,9,en,,1085623004,Family,Ukraine,Nataliia
5/30/2025,5/31/2025,Bosh,10856230,8.174266815,8.022724152,7.931892872,7.882017136,8.077920914,8.810523033,8.558345795,e6f150556bc29990,Bosh,1,10,en,,1085623018,Solo traveler,United Kingdom,Leo
5/23/2025,5/25/2025,Chcek in,10856230,8.174266815,8.022724152,7.931892872,7.882017136,8.077920914,8.810523033,8.558345795,16fc081a5ed5f4a4,"Brunch
Location",2,9,en,,1085623009,Couple,Slovakia,Tomáš
5/24/2025,5/28/2025,"Not the cleanest rooms. Not enough staff in the restaurant to clean the tables and the area around the buffet, which is too dirty... always had to check the cleanliness of the plates and glasses, as they were too often dirty. The cleanliness of the pool is also not of the highest standard. Unfortunately, the possibility of eating around the pool causes the wind and seagulls to blow parts of the leftover brunch into the pool. In the evening, when many people take showers, there is a shortage of hot water",10856230,8.174266815,8.022724152,7.931892872,7.882017136,8.077920914,8.810523033,8.558345795,24ceb28a1f9669d3,"Excellent location on the city's main street. A wide choice of brunches available until 13:30, allowing multiple entries or visits. Good value for money",4,7,en,"Good, but I don't know if I would go back to this hotel",1085623008,Family,Slovenia,Anze
6/7/2025,6/8/2025,"A lift holding just one person at a time. Breakfast not included at a room rate of £166 per night! Room barely large enough to turn around in, no TV, no shower pressure.",8717042,8.704391479,7.193652153,7.878851891,7.757662773,7.596534729,9.415916443,7.605091095,50d84adfe4548ca8,Nothing.,1,5,en,,871704214,Couple,United Kingdom,London
6/6/2025,6/8/2025,The rooms were ridiculously small. My husband’s knees touched the wall when he was on the toilet. The lift was tiny and held only one person and the shower was a dribble.,8717042,8.704391479,7.193652153,7.878851891,7.757662773,7.596534729,9.415916443,7.605091095,69c1ca32ae02203c,Good location. Nice bar downstairs. Staff were lovely.,2,6,en,Disappointed,871704214,Couple,Australia,Sue
6/1/2025,6/4/2025,Elevator doesn’t run from 12 AM to 7 AM. Broke down one day and didn’t work. Had to carry suitcases down for flights had to carry suitcases down for flights.,8717042,8.704391479,7.193652153,7.878851891,7.757662773,7.596534729,9.415916443,7.605091095,ab1931c2605710af,,3,5,xu,Not good,871704216,Couple,United States,Gilbert
5/24/2025,5/27/2025,,8717042,8.704391479,7.193652153,7.878851891,7.757662773,7.596534729,9.415916443,7.605091095,90b36d897fb65515,"Perfect location, room clean",3,9,en,,871704215,Solo traveler,France,Alice
5/11/2025,5/14/2025,"Very Disappointing Stay – Poor Service and No Accountability

Stayed on the 4th floor and had a very unpleasant experience. There was no shower gel or soap in the bathroom—just shampoo and conditioner. When I asked reception, I was told “people in Denmark don’t use shower gel,” which felt dismissive and unhelpful.

The next morning at 7:30 AM, we were woken by loud drilling noises right near our room. When we reported it, staff gave inconsistent answers—first claiming they didn’t know, then later saying it might be from construction on the 5th floor (which supposedly starts at 11). They denied responsibility and offered no compensation.

Between the lack of basic amenities and the staff’s unwillingness to take accountability, this hotel was a big disappointment. Would not stay here again.",8717042,8.704391479,7.193652153,7.878851891,7.757662773,7.596534729,9.415916443,7.605091095,97a62caa7b1bc7df,,3,2,en,Not qualified to be a hotel,871704214,Couple,United Kingdom,Chun
5/21/2025,5/22/2025,Couldn’t stray it was that bad,8717042,8.704391479,7.193652153,7.878851891,7.757662773,7.596534729,9.415916443,7.605091095,4995106c7eecc2d5,We couldn’t stay it was that bad - mold all over bathroom shower - broken furniture- soiled sheets - dark dingy carpet - door would not shut properly - entire place was disgusting - we looked thru the place and were like NO WAY - and walked back out the door - we told the staff - in a kind manner all these issues and that the reviews for an economic quick stay were all misleading and gave her the keys back and went to another Hotel.,1,1,xu,Couldn’t even stay it was so bad,871704214,Couple,United States,Shannon
4/23/2025,4/24/2025,,8717042,8.704391479,7.193652153,7.878851891,7.757662773,7.596534729,9.415916443,7.605091095,3dd9f95aaaa4a80a,Convenient,1,8,en,Maritime hotel was the perfect place for us to stay as we passed through the wonderful Copenhagen!,871704214,Family,United Kingdom,Caroline
5/16/2025,5/19/2025,The room was extremely small ( I did however book a single room) and the shower was really awkward). It would have been nice to have a small TV and a kettle and cup.,8717042,8.704391479,7.193652153,7.878851891,7.757662773,7.596534729,9.415916443,7.605091095,7217f7f01bd0f48f,Location and cleanliness,3,7,xu,A great location and place for a traveller who needs to be out and about forvthe day.,871704215,Solo traveler,Australia,Tania
5/17/2025,5/18/2025,"The walls are quite thin, so it’s easy to hear guests in neighboring rooms or out in the corridor, which can be disruptive at times",8717042,8.704391479,7.193652153,7.878851891,7.757662773,7.596534729,9.415916443,7.605091095,dd4eb983cda93f98,"The hotel benefits from a good, calm location, making for a peaceful stay. The room was acceptable and met basic expectations.",1,7,en,Good option for a reasonable price,871704218,Solo traveler,Switzerland,Peter
5/12/2025,5/15/2025,"Did not get electricity except from one uncomfortable place, the hole beside bed did not work, therfore neither the bed lamp. No daylight curtains, had to stay in the dark because behind windows were peoples homes therefore had to use blinding curtains whole time",8717042,8.704391479,7.193652153,7.878851891,7.757662773,7.596534729,9.415916443,7.605091095,56a3a3711847b155,Staff and location,3,5,en,"Very hispter, not to say bohemian",871704215,Solo traveler,Estonia,Agne
